unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
"6650804,HP723012,2008-12-08 11:00:00.000000 UTC,002XX W 97TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,511,5,21,49,05,1176192.0,1840614.0,2008,2018-02-10 15:50:01.000000 UTC,41.717999114,-87.630275712,""(41.717999114, -87.630275712)"""
"4629366,HM227802,2006-03-11 14:30:00.000000 UTC,014XX N HUMBOLDT DR,0820,THEFT,$500 AND UNDER,PARK PROPERTY,false,false,1423,14,26,24,06,1156303.0,1909321.0,2006,2018-02-28 15:56:25.000000 UTC,41.906962748,-87.701271041,""(41.906962748, -87.701271041)"""
"2589965,HJ183056,2003-02-14 10:40:00.000000 UTC,068XX S WASHTENAW AVE,0915,MOTOR VEHICLE THEFT,""TRUCK, BUS, MOTOR HOME"",PARKING LOT/GARAGE(NON.RESID.),false,false,831,8,15,66,07,1159554.0,1859215.0,2003,2018-02-28 15:56:25.000000 UTC,41.769399886,-87.690705813,""(41.769399886, -87.690705813)"""
"1700420,G500008,2001-08-22 01:10:00.000000 UTC,034XX N HALSTED ST,0460,BATTERY,SIMPLE,RESIDENCE,true,false,2331,19,,,08B,1170347.0,1923289.0,2001,2015-08-17 15:03:40.000000 UTC,41.944996055,-87.649272395,""(41.944996055, -87.649272395)"""
"3396717,HK440331,2004-06-18 22:20:00.000000 UTC,016XX W GARFIELD BLVD,2027,NARCOTICS,POSS: CRACK,ALLEY,true,false,932,9,16,61,18,1166192.0,1868233.0,2004,2018-02-10 15:50:01.000000 UTC,41.794007743,-87.66611737,""(41.794007743, -87.66611737)"""
"9947165,HY135518,2015-01-31 16:33:00.000000 UTC,108XX S CALUMET AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE PORCH/HALLWAY,true,false,513,5,9,49,15,1180499.0,1833246.0,2015,2018-02-10 15:50:01.000000 UTC,41.697682751,-87.614726134,""(41.697682751, -87.614726134)"""
"5836080,HN645152,2007-10-13 04:05:00.000000 UTC,012XX N PULASKI RD,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,false,false,2535,25,27,23,09,1149489.0,1908124.0,2007,2018-02-28 15:56:25.000000 UTC,41.903813112,-87.726333014,""(41.903813112, -87.726333014)"""
"12295875,JE145400,2021-02-18 22:46:00.000000 UTC,034XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,1731,17,30,16,08B,1148153.0,1922531.0,2021,2021-02-25 15:42:18.000000 UTC,41.943373097,-87.730868697,""(41.943373097, -87.730868697)"""
"9321121,HW464904,2013-09-24 10:00:00.000000 UTC,014XX W 59TH ST,0460,BATTERY,SIMPLE,GOVERNMENT BUILDING/PROPERTY,true,false,713,7,16,67,08B,1167512.0,1865613.0,2013,2018-02-10 15:50:01.000000 UTC,41.786789934,-87.661352091,""(41.786789934, -87.661352091)"""
"12205555,JD411947,2020-10-26 20:00:00.000000 UTC,032XX N PACIFIC AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - PORCH / HALLWAY,false,true,1631,16,38,17,08B,1122190.0,1920509.0,2020,2021-09-07 15:41:02.000000 UTC,41.938285552,-87.826341914,""(41.938285552, -87.826341914)"""
"2519823,HH839650,2002-12-15 08:40:00.000000 UTC,019XX W 79TH ST,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,true,false,611,6,18,71,18,1164621.0,1852272.0,2002,2018-02-28 15:56:25.000000 UTC,41.750241927,-87.672327988,""(41.750241927, -87.672327988)"""
"8650328,HV325497,2012-06-08 23:20:00.000000 UTC,028XX N SHERIDAN RD,0460,BATTERY,SIMPLE,APARTMENT,true,false,1934,19,44,6,08B,1173089.0,1919171.0,2012,2016-02-04 06:33:39.000000 UTC,41.933635626,-87.639316518,""(41.933635626, -87.639316518)"""
"9942596,HY130921,2015-01-27 18:40:00.000000 UTC,079XX S INGLESIDE AVE,0460,BATTERY,SIMPLE,SIDEWALK,true,false,624,6,8,44,08B,1183941.0,1852507.0,2015,2018-02-10 15:50:01.000000 UTC,41.750457682,-87.601523984,""(41.750457682, -87.601523984)"""
"7012011,HR419138,2009-07-09 03:25:00.000000 UTC,027XX S EMERALD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,923,9,11,60,26,1171748.0,1886502.0,2009,2018-02-28 15:56:25.000000 UTC,41.844019513,-87.645207358,""(41.844019513, -87.645207358)"""
"4107879,HL447642,2005-06-27 16:40:11.000000 UTC,022XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,true,false,1034,10,25,31,06,1160711.0,1889253.0,2005,2018-02-10 15:50:01.000000 UTC,41.851804072,-87.68563492,""(41.851804072, -87.68563492)"""
"12594014,JF114864,2022-01-12 00:00:00.000000 UTC,019XX S KEELER AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,false,false,1012,10,24,29,05,1148692.0,1890237.0,2022,2023-01-03 15:40:27.000000 UTC,41.854744592,-87.729722709,""(41.854744592, -87.729722709)"""
"10953320,JA273566,2017-05-21 19:39:00.000000 UTC,041XX W WASHINGTON BLVD,0820,THEFT,$500 AND UNDER,STREET,false,false,1114,11,28,26,06,1148710.0,1900169.0,2017,2018-02-10 15:50:01.000000 UTC,41.881998832,-87.729400168,""(41.881998832, -87.729400168)"""
"3938306,HL310589,2005-04-21 16:45:00.000000 UTC,004XX N ARTESIAN AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1313,12,27,24,06,1159996.0,1902835.0,2005,2018-02-28 15:56:25.000000 UTC,41.889089154,-87.687884327,""(41.889089154, -87.687884327)"""
"1642390,G426026,2001-07-15 17:00:00.000000 UTC,043XX S MICHIGAN AV,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,221,2,,,06,1177919.0,1876321.0,2001,2015-08-17 15:03:40.000000 UTC,41.815944139,-87.622870159,""(41.815944139, -87.622870159)"""
"5213553,HM800221,2006-12-29 17:25:00.000000 UTC,047XX W IRVING PARK RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,1722,17,45,15,06,1143937.0,1926169.0,2006,2018-02-28 15:56:25.000000 UTC,41.953436358,-87.746273229,""(41.953436358, -87.746273229)"""
"10074530,HY263256,2015-05-16 22:22:00.000000 UTC,102XX S BENSLEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,431,4,10,51,08B,1194499.0,1837667.0,2015,2018-02-10 15:50:01.000000 UTC,41.709482459,-87.563321751,""(41.709482459, -87.563321751)"""
"10492503,HZ233038,2016-04-20 08:35:00.000000 UTC,072XX S PAULINA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,735,7,17,67,08B,1166263.0,1856757.0,2016,2018-02-10 15:50:01.000000 UTC,41.762514616,-87.666183493,""(41.762514616, -87.666183493)"""
"3524541,HK597513,2004-09-02 09:00:00.000000 UTC,079XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,611,6,21,71,06,1167055.0,1852010.0,2004,2018-02-28 15:56:25.000000 UTC,41.749471303,-87.663416171,""(41.749471303, -87.663416171)"""
"5238123,HN117295,2007-01-10 21:34:35.000000 UTC,001XX E 122ND ST,2027,NARCOTICS,POSS: CRACK,STREET,false,false,532,5,9,53,18,1179312.0,1824097.0,2007,2018-02-28 15:56:25.000000 UTC,41.672603657,-87.619349885,""(41.672603657, -87.619349885)"""
"5936072,HN732730,2007-11-29 08:50:00.000000 UTC,032XX W ADAMS ST,0460,BATTERY,SIMPLE,""SCHOOL, PUBLIC, BUILDING"",false,false,1124,11,28,27,08B,1154752.0,1898890.0,2007,2018-02-28 15:56:25.000000 UTC,41.878370307,-87.707248137,""(41.878370307, -87.707248137)"""
"10320139,HY509113,2015-11-20 17:45:00.000000 UTC,010XX W 74TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,733,7,17,68,14,1170842.0,1855754.0,2015,2018-02-10 15:50:01.000000 UTC,41.759663577,-87.649430007,""(41.759663577, -87.649430007)"""
"23488,JA370541,2017-07-31 00:57:00.000000 UTC,024XX N MEADE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,2512,25,29,19,01A,1135330.0,1915536.0,2017,2022-09-19 15:41:05.000000 UTC,41.924415681,-87.778166957,""(41.924415681, -87.778166957)"""
"10567005,HZ315064,2016-06-20 01:33:00.000000 UTC,049XX S KEDZIE AVE,0560,ASSAULT,SIMPLE,CTA STATION,false,true,821,8,14,63,08A,1155873.0,1871845.0,2016,2021-09-07 15:41:02.000000 UTC,41.804133114,-87.703859846,""(41.804133114, -87.703859846)"""
"10003024,HY192357,2015-03-20 18:26:00.000000 UTC,072XX S WABASH AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,true,false,323,3,6,69,24,1177973.0,1857127.0,2015,2018-02-10 15:50:01.000000 UTC,41.763272699,-87.623253585,""(41.763272699, -87.623253585)"""
"3843107,HL144406,2005-01-25 21:45:00.000000 UTC,012XX N AUSTIN BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,2531,25,29,25,18,1136141.0,1907537.0,2005,2018-02-28 15:56:25.000000 UTC,41.902451022,-87.775378157,""(41.902451022, -87.775378157)"""
"10253654,HY441438,2015-09-25 15:45:00.000000 UTC,077XX S BURNHAM AVE,0460,BATTERY,SIMPLE,""SCHOOL, PUBLIC, GROUNDS"",false,false,421,4,7,43,08B,1196066.0,1854156.0,2015,2018-02-10 15:50:01.000000 UTC,41.754691074,-87.557038686,""(41.754691074, -87.557038686)"""
"10723988,HZ482769,2016-10-20 20:00:00.000000 UTC,059XX S CARPENTER ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,712,7,16,68,14,1170328.0,1865435.0,2016,2018-02-10 15:50:01.000000 UTC,41.786240623,-87.651032321,""(41.786240623, -87.651032321)"""
"3860246,HL222381,2005-03-08 12:40:55.000000 UTC,004XX S STATE ST,0810,THEFT,OVER $500,LIBRARY,true,false,132,1,2,32,06,1176436.0,1898416.0,2005,2018-02-28 15:56:25.000000 UTC,41.876607964,-87.627644063,""(41.876607964, -87.627644063)"""
"12629729,JF158925,2022-02-25 13:00:00.000000 UTC,096XX S EWING AVE,0810,THEFT,OVER $500,STREET,false,false,432,4,10,52,06,1202114.0,1841897.0,2022,2023-01-03 15:40:27.000000 UTC,41.720899664,-87.535291712,""(41.720899664, -87.535291712)"""
"13054081,JG237695,2023-04-23 20:00:00.000000 UTC,072XX S RACINE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE,false,false,733,7,17,68,15,1169569.0,1856963.0,2023,2023-08-19 15:40:26.000000 UTC,41.763008906,-87.654060543,""(41.763008906, -87.654060543)"""
"22454,HZ250488,2016-05-04 00:01:00.000000 UTC,008XX W 18TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1235,12,25,31,01A,1171236.0,1891624.0,2016,2022-09-19 15:41:05.000000 UTC,41.858085945,-87.646936043,""(41.858085945, -87.646936043)"""
"5539489,HN350742,2007-05-18 18:34:24.000000 UTC,014XX W 14TH ST,0460,BATTERY,SIMPLE,STREET,false,false,1231,12,2,28,08B,1167120.0,1893514.0,2007,2018-02-28 15:56:25.000000 UTC,41.863361569,-87.661989996,""(41.863361569, -87.661989996)"""
"8884323,HV558777,2012-11-09 18:00:00.000000 UTC,034XX N NARRAGANSETT AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1633,16,36,17,26,1133091.0,1922155.0,2012,2018-02-10 15:50:01.000000 UTC,41.94261846,-87.786238936,""(41.94261846, -87.786238936)"""
"2951188,HJ641091,2003-09-19 07:50:00.000000 UTC,011XX S HAMILTON AVE,0915,MOTOR VEHICLE THEFT,""TRUCK, BUS, MOTOR HOME"",STREET,false,false,1224,12,2,28,07,1162121.0,1895023.0,2003,2018-02-28 15:56:25.000000 UTC,41.867608211,-87.680298775,""(41.867608211, -87.680298775)"""
"6557925,HP631491,2008-10-13 13:00:00.000000 UTC,086XX W FOSTER AVE,0890,THEFT,FROM BUILDING,OTHER,false,false,1614,16,41,76,06,1117523.0,1933407.0,2008,2018-02-28 15:56:25.000000 UTC,41.973753784,-87.843223511,""(41.973753784, -87.843223511)"""
"2127559,HH353449,2002-05-06 14:49:39.000000 UTC,005XX E BROWNING AVE,0460,BATTERY,SIMPLE,CHA HALLWAY/STAIRWELL/ELEVATOR,false,true,212,2,4,35,08B,1180597.0,1881418.0,2002,2021-09-07 15:41:02.000000 UTC,41.829869516,-87.612890044,""(41.829869516, -87.612890044)"""
"7670827,HS476255,2010-08-22 21:46:00.000000 UTC,011XX E 72ND ST,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,true,false,324,3,5,69,18,1185210.0,1857508.0,2010,2018-02-10 15:50:01.000000 UTC,41.764151201,-87.596716923,""(41.764151201, -87.596716923)"""
"6155600,HP245516,2008-03-26 16:30:00.000000 UTC,076XX S CICERO AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,833,8,13,65,06,1145727.0,1853720.0,2008,2018-02-28 15:56:25.000000 UTC,41.754592961,-87.741528537,""(41.754592961, -87.741528537)"""
"1785553,G608123,2001-10-08 14:00:00.000000 UTC,005XX S CAMPBELL AV,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,1135,11,,,06,1159858.0,1897511.0,2001,2015-08-17 15:03:40.000000 UTC,41.874482462,-87.688538018,""(41.874482462, -87.688538018)"""
"7715857,HS523873,2010-09-20 08:10:00.000000 UTC,063XX W MONTROSE AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,1622,16,38,15,06,1133478.0,1928582.0,2010,2018-02-10 15:50:01.000000 UTC,41.96024804,-87.784665277,""(41.96024804, -87.784665277)"""
"2057979,HH268650,2002-03-27 15:11:27.000000 UTC,094XX S WENTWORTH AV,2027,NARCOTICS,POSS: CRACK,ALLEY,true,false,634,6,,,18,1176611.0,1842328.0,2002,2018-02-28 15:56:25.000000 UTC,41.722693161,-87.6286897,""(41.722693161, -87.6286897)"""
"5988252,HN784169,2007-12-29 21:00:00.000000 UTC,003XX N HOYNE AVE,0810,THEFT,OVER $500,STREET,false,false,1332,12,27,28,06,1162350.0,1902228.0,2007,2018-02-28 15:56:25.000000 UTC,41.887374582,-87.679256502,""(41.887374582, -87.679256502)"""
"3255143,HK277833,2004-04-02 13:15:00.000000 UTC,023XX S DEARBORN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA PARKING LOT/GROUNDS,false,true,134,1,2,33,08B,1176365.0,1888767.0,2004,2018-02-28 15:56:25.000000 UTC,41.850132078,-87.628195737,""(41.850132078, -87.628195737)"""
"12475534,JE365127,2021-09-07 17:30:00.000000 UTC,018XX S ST LOUIS AVE,0810,THEFT,OVER $500,VACANT LOT / LAND,false,false,1021,10,24,29,06,1153329.0,1890735.0,2021,2021-09-14 15:41:32.000000 UTC,41.856020451,-87.712689598,""(41.856020451, -87.712689598)"""
"4971766,HM580561,2006-09-04 00:01:00.000000 UTC,005XX E 51ST ST,0460,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,false,false,223,2,3,38,08B,1180467.0,1871309.0,2006,2018-02-28 15:56:25.000000 UTC,41.802132606,-87.613677631,""(41.802132606, -87.613677631)"""
"3605049,HK696845,2004-10-19 17:30:00.000000 UTC,100XX S BELL AVE,0460,BATTERY,SIMPLE,STREET,false,false,2213,22,19,72,08B,1163146.0,1837990.0,2004,2018-02-28 15:56:25.000000 UTC,41.711080838,-87.678131463,""(41.711080838, -87.678131463)"""
"7979546,HT211992,2011-03-19 16:15:00.000000 UTC,036XX N WESTERN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1912,19,47,5,06,1159731.0,1924018.0,2011,2018-02-10 15:50:01.000000 UTC,41.947222328,-87.68827238,""(41.947222328, -87.68827238)"""
"1424396,G130713,2001-03-06 16:30:00.000000 UTC,014XX E 74 ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,324,3,,,18,1186838.0,1856248.0,2001,2015-08-17 15:03:40.000000 UTC,41.760655234,-87.590789855,""(41.760655234, -87.590789855)"""
"9823444,HX473393,2014-10-19 04:25:00.000000 UTC,132XX S BUFFALO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,433,4,10,55,14,1200091.0,1817722.0,2014,2018-02-10 15:50:01.000000 UTC,41.654612353,-87.543513168,""(41.654612353, -87.543513168)"""
"8286153,HT520176,2011-09-29 10:30:00.000000 UTC,058XX W MELROSE ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1633,16,38,15,05,1136980.0,1921014.0,2011,2018-02-10 15:50:01.000000 UTC,41.939418436,-87.771972269,""(41.939418436, -87.771972269)"""
"2604596,HJ198372,2003-02-22 09:55:03.000000 UTC,008XX N MOHAWK ST,0560,ASSAULT,SIMPLE,CHA HALLWAY/STAIRWELL/ELEVATOR,true,true,1823,18,27,8,08A,1172685.0,1906052.0,2003,2018-02-10 15:50:01.000000 UTC,41.897645425,-87.641190269,""(41.897645425, -87.641190269)"""
"7518719,HS322104,2010-05-16 21:00:00.000000 UTC,040XX N KENMORE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,false,false,2322,19,46,3,06,1168439.0,1927212.0,2010,2018-02-10 15:50:01.000000 UTC,41.955802494,-87.656171476,""(41.955802494, -87.656171476)"""
"3926246,HL298494,2005-04-16 10:30:00.000000 UTC,030XX W 21ST PL,0460,BATTERY,SIMPLE,RESIDENCE,false,false,1022,10,24,30,08B,1156497.0,1889561.0,2005,2018-02-28 15:56:25.000000 UTC,41.852735439,-87.701093124,""(41.852735439, -87.701093124)"""
"6957016,HR362455,2009-06-06 22:00:00.000000 UTC,018XX W BYRON ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1923,19,47,5,06,1163329.0,1925927.0,2009,2018-02-28 15:56:25.000000 UTC,41.952385655,-87.674993215,""(41.952385655, -87.674993215)"""
"10050497,HY239786,2015-03-26 00:01:00.000000 UTC,039XX N RAVENSWOOD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1922,19,47,6,11,1163659.0,1926236.0,2015,2018-02-10 15:50:01.000000 UTC,41.953226604,-87.673771386,""(41.953226604, -87.673771386)"""
"8934516,HV606349,2012-12-17 14:30:00.000000 UTC,052XX W DIVISION ST,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,false,false,2532,25,37,25,08A,1141000.0,1907488.0,2012,2018-02-10 15:50:01.000000 UTC,41.902228452,-87.75753121,""(41.902228452, -87.75753121)"""
"11598629,JC156023,2019-02-17 16:30:00.000000 UTC,060XX S KEDZIE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,823,8,16,66,06,1156091.0,1864310.0,2019,2019-02-24 16:09:21.000000 UTC,41.783451628,-87.70326286,""(41.783451628, -87.70326286)"""
"4510639,HL816972,2005-11-15 18:00:00.000000 UTC,0000X W HUBBARD ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1831,18,42,8,06,1176165.0,1903315.0,2005,2018-02-28 15:56:25.000000 UTC,41.890057206,-87.628491342,""(41.890057206, -87.628491342)"""
"8449444,HV127632,2012-01-12 11:54:00.000000 UTC,075XX S CARPENTER ST,0583,STALKING,CYBERSTALKING,RESIDENCE,false,true,612,6,17,71,08A,1170618.0,1854849.0,2012,2018-02-10 15:50:01.000000 UTC,41.757185024,-87.650277299,""(41.757185024, -87.650277299)"""
"12302412,JE153601,2021-02-27 01:10:00.000000 UTC,005XX E 79TH ST,0820,THEFT,$500 AND UNDER,STREET,false,false,624,6,6,44,06,1181419.0,1852752.0,2021,2021-03-06 15:40:35.000000 UTC,41.75118848,-87.610758127,""(41.75118848, -87.610758127)"""
"5329520,HN188622,2007-02-20 17:30:00.000000 UTC,020XX N WESTERN AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,COMMERCIAL / BUSINESS OFFICE,false,false,1432,14,32,22,14,1160033.0,1913643.0,2007,2018-02-28 15:56:25.000000 UTC,41.918746405,-87.687449604,""(41.918746405, -87.687449604)"""
"10418199,HZ155958,2016-02-12 17:15:00.000000 UTC,043XX N TROY ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,1724,17,33,16,26,1154603.0,1928715.0,2016,2021-09-07 15:41:02.000000 UTC,41.960215562,-87.706995413,""(41.960215562, -87.706995413)"""
"4119022,HL446874,2005-06-23 16:00:00.000000 UTC,062XX W 64TH PL,0560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,812,8,13,64,08A,1135930.0,1861099.0,2005,2018-02-28 15:56:25.000000 UTC,41.775021674,-87.777257529,""(41.775021674, -87.777257529)"""
"9317096,HW461089,2013-09-20 14:00:00.000000 UTC,044XX S VINCENNES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,221,2,3,38,14,1180353.0,1875508.0,2013,2018-02-10 15:50:01.000000 UTC,41.813657632,-87.613966815,""(41.813657632, -87.613966815)"""
"1974742,HH164684,2002-02-03 09:43:19.000000 UTC,029XX S STATE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),CHA PARKING LOT/GROUNDS,true,false,2113,1,,,18,1176760.0,1885391.0,2002,2018-10-26 16:01:05.000000 UTC,41.840859176,-87.626847966,""(41.840859176, -87.626847966)"""
"2686787,HJ301650,2003-04-15 09:15:00.000000 UTC,010XX N DRAKE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,false,true,1121,11,27,23,14,1152517.0,1906763.0,2003,2018-02-28 15:56:25.000000 UTC,41.900019065,-87.715246389,""(41.900019065, -87.715246389)"""
"9682517,HX333092,2014-07-06 00:01:00.000000 UTC,034XX N OZARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1631,16,36,17,14,1123811.0,1921938.0,2014,2018-02-10 15:50:01.000000 UTC,41.942180448,-87.820352812,""(41.942180448, -87.820352812)"""
"3175330,HK176833,2004-02-11 09:20:00.000000 UTC,023XX S CHRISTIANA AVE,0560,ASSAULT,SIMPLE,""SCHOOL, PUBLIC, BUILDING"",true,false,1024,10,22,30,08A,1154399.0,1888201.0,2004,2018-02-10 15:50:01.000000 UTC,41.849045571,-87.708829783,""(41.849045571, -87.708829783)"""
"13182875,JG390368,2023-08-19 22:05:00.000000 UTC,0000X S DOOR 1 ST,0820,THEFT,$500 AND UNDER,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,false,false,813,8,13,56,06,1145859.0,1865809.0,2023,2023-08-27 15:43:14.000000 UTC,41.787764752,-87.740739534,""(41.787764752, -87.740739534)"""
"6839005,HR240311,2009-03-28 17:33:36.000000 UTC,041XX W DIVISION ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1111,11,37,23,08B,1148687.0,1907685.0,2009,2018-02-28 15:56:25.000000 UTC,41.902623986,-87.729290332,""(41.902623986, -87.729290332)"""
"5609511,HN418604,2007-06-20 21:56:00.000000 UTC,062XX S NATOMA AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,812,8,23,64,26,1133149.0,1862509.0,2007,2018-02-28 15:56:25.000000 UTC,41.778939876,-87.787419722,""(41.778939876, -87.787419722)"""
"9059818,HW204827,2013-03-24 09:10:00.000000 UTC,055XX S LOOMIS BLVD,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,true,false,713,7,16,67,05,1167943.0,1867916.0,2013,2018-02-10 15:50:01.000000 UTC,41.793100386,-87.659705653,""(41.793100386, -87.659705653)"""
"3710392,HK814010,2004-11-24 12:00:00.000000 UTC,010XX N LAKE SHORE DR,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,false,false,1824,18,42,8,10,1177305.0,1907265.0,2004,2018-02-28 15:56:25.000000 UTC,41.900870422,-87.624184899,""(41.900870422, -87.624184899)"""
"11636842,JC202220,2019-03-27 22:15:00.000000 UTC,048XX W ADAMS ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,true,false,1533,15,28,25,18,1144164.0,1898893.0,2019,2019-04-03 16:12:54.000000 UTC,41.878583907,-87.746125277,""(41.878583907, -87.746125277)"""
"4223390,HL550018,2005-08-14 21:00:00.000000 UTC,033XX N CLAREMONT AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1913,19,32,5,05,1160115.0,1922154.0,2005,2018-02-28 15:56:25.000000 UTC,41.942099462,-87.686912569,""(41.942099462, -87.686912569)"""
"2983620,HJ647270,2003-09-22 22:30:00.000000 UTC,035XX W FULLERTON AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE PORCH/HALLWAY,true,false,1413,14,26,22,18,1152506.0,1915731.0,2003,2018-02-10 15:50:01.000000 UTC,41.924628284,-87.71504934,""(41.924628284, -87.71504934)"""
"10203395,HY390265,2015-08-20 13:00:00.000000 UTC,019XX N LINCOLN PARK WEST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,SIDEWALK,false,false,1814,18,43,7,17,1173946.0,1913171.0,2015,2018-02-10 15:50:01.000000 UTC,41.917152303,-87.636346343,""(41.917152303, -87.636346343)"""
"4967001,HM580674,2006-09-04 01:00:00.000000 UTC,049XX W JACKSON BLVD,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1533,15,28,25,03,1143579.0,1898218.0,2006,2018-02-10 15:50:01.000000 UTC,41.876742586,-87.748290197,""(41.876742586, -87.748290197)"""
"7341734,HS142121,2010-01-28 07:00:00.000000 UTC,040XX S MICHIGAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,214,2,3,38,07,1177827.0,1878220.0,2010,2018-02-10 15:50:01.000000 UTC,41.821157242,-87.623150057,""(41.821157242, -87.623150057)"""
"11021467,JA352240,2017-07-17 19:35:00.000000 UTC,026XX W ARMITAGE AVE,0460,BATTERY,SIMPLE,STREET,false,false,1431,14,1,22,08B,1158475.0,1913186.0,2017,2018-02-10 15:50:01.000000 UTC,41.917524418,-87.693186387,""(41.917524418, -87.693186387)"""
"12407955,JE282407,2021-06-25 21:00:00.000000 UTC,049XX W NEWPORT AVE,0460,BATTERY,SIMPLE,STREET,false,false,1634,16,31,15,08B,1142805.0,1922483.0,2021,2021-07-02 15:40:59.000000 UTC,41.943342842,-87.75052675,""(41.943342842, -87.75052675)"""
"1910405,G745792,2001-12-13 14:05:00.000000 UTC,026XX W 63 ST,2021,NARCOTICS,POSS: BARBITUATES,STREET,true,false,825,8,,,18,1159878.0,1862739.0,2001,2015-08-17 15:03:40.000000 UTC,41.779063596,-87.689421452,""(41.779063596, -87.689421452)"""
"13281064,JG508782,2023-11-18 01:42:00.000000 UTC,027XX W 55TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,923,9,14,63,05,1158827.0,1868066.0,2023,2023-11-26 15:40:28.000000 UTC,41.793703157,-87.693129128,""(41.793703157, -87.693129128)"""
"6430741,HP501952,2008-08-08 01:00:00.000000 UTC,007XX W 51ST ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,934,9,3,61,03,1172047.0,1871045.0,2008,2018-02-28 15:56:25.000000 UTC,41.801597465,-87.64456482,""(41.801597465, -87.64456482)"""
